iter	Logloss
238	0.341467847
239	0.341453412
240	0.3414200658
241	0.3413984508
242	0.3413855117
243	0.3413660353
244	0.3413462137
245	0.341327379
246	0.3412970479
247	0.3412779415
248	0.3412613954
249	0.3412400364
250	0.3412226121
251	0.3412065844
252	0.3411957835
253	0.341185008
254	0.3411760916
255	0.341158009
256	0.3411296109
257	0.3411046611
258	0.3410870535
259	0.3410734232
260	0.3410296774
261	0.3410120044
262	0.3409966268
263	0.3409826133
264	0.3409747711
265	0.3409573082
266	0.3409135701
267	0.3408670207
268	0.3408555012
269	0.3408406675
270	0.3408229223
271	0.3408130053
272	0.3407910093
273	0.3407794288
274	0.3407638478
275	0.3407408279
276	0.340721476
277	0.3407093489
278	0.3407009251
279	0.3405917811
280	0.3405789633
281	0.340560078
282	0.3405490232
283	0.3401903628
284	0.3399656622
285	0.3398646933
286	0.3397749065
287	0.3396826841
288	0.3396662348
289	0.3395821318
290	0.3395693594
291	0.3395589319
292	0.3394775183
293	0.3394526806
294	0.3394351946
295	0.3394182196
296	0.3394170516
297	0.3394029108
298	0.3393901366
299	0.339385052
300	0.3393668094
301	0.3393600085
302	0.3393466703
303	0.3393294766
304	0.3393044608
305	0.339230458
306	0.3392158874
307	0.3392037147
308	0.3391950266
309	0.3391850046
310	0.3391695198
311	0.3390923907
312	0.3390856634
313	0.3390720935
314	0.3390501225
315	0.3387639362
316	0.3387517257
317	0.3386792797
318	0.3386571106
319	0.3386454234
320	0.3385782014
321	0.3385647181
322	0.3384977908
323	0.3384825833
324	0.3384164941
325	0.3384043365
326	0.3383963164
327	0.3383864958
328	0.3383614975
329	0.338347593
330	0.3383331423
331	0.3383081314
332	0.3382532039
333	0.3382365407
334	0.3382015314
335	0.3381880987
336	0.3381767594
337	0.3381634841
338	0.3380291959
339	0.3379693085
340	0.3379600082
341	0.3379032877
342	0.3378891568
343	0.3378801487
344	0.337865162
345	0.3378623306
346	0.3378501964
347	0.3378396564
348	0.3378280123
349	0.3378081676
350	0.3377574179
351	0.3377437291
352	0.3377346521
353	0.3377252987
354	0.3377110155
355	0.3377018476
356	0.3376925143
357	0.337671783
358	0.3376514407
359	0.3376403041
360	0.3376318012
361	0.3376205737
362	0.3375448539
363	0.3375384871
364	0.3375282907
365	0.3373049356
366	0.3372626987
367	0.3372551283
368	0.3372468867
369	0.3372205583
370	0.337212914
371	0.3372103238
372	0.3371997307
373	0.3371823946
374	0.3364379239
375	0.3364258021
376	0.3364095053
377	0.336406481
378	0.3363978081
379	0.3363850389
380	0.3363715351
381	0.3363343978
382	0.3363268526
383	0.3363198531
384	0.3363114366
385	0.3362945123
386	0.3362821288
387	0.3362746671
388	0.3362661518
389	0.3362624031
390	0.3362476984
391	0.3362423066
392	0.3362362976
393	0.3362167067
394	0.3362051233
395	0.3361679936
396	0.3361619036
397	0.3361550339
398	0.3361481263
399	0.3361144707
400	0.336109442
401	0.3361032476
402	0.3360962181
403	0.3360858588
404	0.3360343751
405	0.336028064
406	0.3360189492
407	0.3359965008
408	0.3359913148
409	0.3359860297
410	0.335980521
411	0.3359711599
412	0.3359697781
413	0.3359568235
414	0.3359517642
415	0.3359464056
416	0.3359423574
417	0.3359323896
418	0.3359275314
419	0.3359253625
420	0.3359183453
421	0.3359147693
422	0.3359029829
423	0.3358698558
424	0.335862996
425	0.3358550852
426	0.3358479563
427	0.3358414626
428	0.335838486
429	0.3358318881
430	0.3358236928
431	0.335811358
432	0.3357793582
433	0.3357621088
434	0.3357556985
435	0.3357247809
436	0.3357034628
437	0.3356953435
438	0.335689152
439	0.3356777161
440	0.3356734926
441	0.3356653481
442	0.3356573987
443	0.3356089397
444	0.3355957864
445	0.3355817852
446	0.3355523711
447	0.335540399
448	0.3355364802
449	0.3355094785
450	0.3354810066
451	0.3354712417
452	0.3354501853
453	0.335442165
454	0.3354325876
455	0.3354265333
456	0.3354221244
457	0.3354013218
458	0.3353991253
459	0.335385459
460	0.3353736397
461	0.3353671454
462	0.3353563442
463	0.3353468004
464	0.3353417742
465	0.3353281715
466	0.3353195851
467	0.3353138555
468	0.3353089997
469	0.3352848829
470	0.3352762229
471	0.3352326756
472	0.335208277
473	0.3351680719
474	0.3351602138
475	0.335147099
476	0.3351425398
477	0.33513054
478	0.3350943678
479	0.3350687378
480	0.3350569257
481	0.3350386857
482	0.3350131217
483	0.3350072551
484	0.3349987087
485	0.3349939572
486	0.3349867269
487	0.334977028
488	0.3349539376
489	0.33494066
490	0.3349142094
491	0.3349117129
492	0.3348906187
493	0.334872643
494	0.3348634243
495	0.3348524424
496	0.3348403864
497	0.3348183626
498	0.3348122244
499	0.3348043414
500	0.3347920771
501	0.334785718
502	0.3347665387
503	0.3347598672
504	0.3347526316
505	0.3347505923
506	0.3347385114
507	0.3347136557
508	0.3346834466
509	0.3346767648
510	0.3346665098
511	0.334659922
512	0.3346511801
513	0.3346431651
514	0.3346322879
515	0.3346193913
516	0.3346112696
517	0.3346048542
518	0.3345980913
519	0.3345953839
520	0.3345879251
521	0.3345823527
522	0.3345643264
523	0.3345550136
524	0.3345489714
525	0.3345391781
526	0.3345244787
527	0.3345175302
528	0.3344896653
529	0.334483636
530	0.3344770813
531	0.3344534345
532	0.3344399843
533	0.3344333992
534	0.3344280077
535	0.3344229184
536	0.3344161454
537	0.3344121429
538	0.3344054765
539	0.3343963181
540	0.3343821541
541	0.334371663
542	0.3343652753
543	0.334348016
544	0.3343344643
545	0.3343310939
546	0.3343231119
547	0.3343210345
548	0.3343064367
549	0.3342864648
550	0.3342741146
551	0.3342615531
552	0.3342349275
553	0.334230412
554	0.3342155273
555	0.3342000555
556	0.334196015
557	0.3341857214
558	0.3341804239
559	0.3341744351
560	0.3341705166
561	0.3341613813
562	0.3341548165
563	0.3341452823
564	0.3341433166
565	0.3341394616
566	0.3336108356
567	0.3336078869
568	0.3336057536
569	0.3335996152
570	0.3335864166
571	0.3335808089
572	0.3335777918
573	0.3335729587
574	0.3335656649
575	0.3335636077
576	0.3335596128
577	0.3335554147
578	0.3335515085
579	0.3335419136
580	0.3335373449
581	0.3335266146
582	0.3335161181
583	0.3335124941
584	0.3335052509
585	0.3335000419
586	0.3334965547
587	0.3334900482
588	0.3334840674
589	0.3334783227
590	0.3334742392
591	0.3334651726
592	0.3334470953
593	0.3334400249
594	0.3334357583
595	0.3334306561
596	0.3334241345
597	0.3334201114
598	0.3334050208
599	0.3334021917
600	0.3333951847
601	0.3333888026
602	0.3333818695
603	0.3333733589
604	0.3333676092
605	0.333366154
606	0.3333579864
607	0.333354517
608	0.3333495089
609	0.333343147
610	0.333326873
611	0.3333220554
612	0.3333117318
613	0.333300829
614	0.3332947744
615	0.3332901625
616	0.3332863555
617	0.3332798972
618	0.333273561
619	0.3332712321
620	0.3332647179
621	0.3332594557
622	0.3332508688
623	0.3332458659
624	0.3332264223
625	0.3332242354
626	0.3332130788
627	0.3331907452
628	0.3331877282
629	0.3331742732
630	0.3331548473
631	0.3331414355
632	0.3331301693
633	0.3331229619
634	0.3331154089
635	0.3331059895
636	0.3331000312
637	0.3330943958
638	0.333090429
639	0.3330847224
640	0.3330758359
641	0.3330713256
642	0.3330691568
643	0.333058305
644	0.3330461551
645	0.3330408576
646	0.3330338279
647	0.3330268816
648	0.3330141911
649	0.3330087817
650	0.3329957555
651	0.3329833697
652	0.3329803345
653	0.3329766293
654	0.3329691857
655	0.3329625673
656	0.332957239
657	0.3329523046
658	0.3329321092
659	0.3329137398
660	0.3329133006
661	0.3329041042
662	0.3329004598
663	0.3328894708
664	0.3328812577
665	0.3328762622
666	0.3328726635
667	0.3328591905
668	0.332855305
669	0.3328391119
670	0.3328330168
671	0.3328273637
672	0.3328174056
673	0.3328152927
674	0.3327971265
675	0.3327873515
676	0.3327792522
677	0.3327743431
678	0.3327728321
679	0.332767453
680	0.3327554809
681	0.3327467498
682	0.3327376729
683	0.3327340718
684	0.3327267195
685	0.3327234207
686	0.332706377
687	0.3326956974
688	0.3326916113
689	0.3326869331
690	0.332678499
691	0.3326726783
692	0.3326673321
693	0.332657948
694	0.3326487673
695	0.3326462683
696	0.3326396192
697	0.3326330594
698	0.3326172957
699	0.3326154798
700	0.3326116375
701	0.3326078688
702	0.3326021928
703	0.3325971058
704	0.3325865156
705	0.3325773828
706	0.3325705564
707	0.3325672065
708	0.3325566592
709	0.332553627
710	0.3325465287
711	0.3325407939
712	0.3325294646
713	0.3325190573
714	0.3325044288
715	0.3324946182
716	0.3324895081
717	0.3324839616
718	0.3324811578
719	0.3324657599
720	0.3324561116
721	0.3324472585
722	0.3324428598
723	0.332437458
724	0.3324289451
725	0.33240924
726	0.3324025685
727	0.3323980786
728	0.3323904899
729	0.3323854361
730	0.3323784725
731	0.3323766642
732	0.3323699237
733	0.3323622109
734	0.3323478643
735	0.332342648
736	0.3323354225
737	0.3323295076
738	0.3323265006
739	0.3323222365
740	0.3323194837
741	0.3323163244
742	0.3323012057
743	0.3322987297
744	0.332292454
745	0.3322850205
746	0.3322813684
747	0.3322765787
748	0.33226338
749	0.3321197015
750	0.3321117169
751	0.3321060941
752	0.3321012435
753	0.3320866762
754	0.3320841138
755	0.3320809824
756	0.3320666892
757	0.332062024
758	0.3320565685
759	0.3320488964
760	0.3320450896
761	0.3320407315
762	0.3320317895
763	0.3320254427
764	0.3320204143
765	0.3320145477
766	0.3320098443
767	0.3320029743
768	0.3319942098
769	0.331990436
770	0.3319859252
771	0.3319784918
772	0.3319758227
773	0.3319726176
774	0.331965268
775	0.3319515004
776	0.3319435235
777	0.3319348301
778	0.3319311349
779	0.3319259821
780	0.3319180175
781	0.3319145357
782	0.3319130475
783	0.3319047608
784	0.3318996507
785	0.3318924508
786	0.3318879253
787	0.331880207
788	0.3318766386
789	0.3318691848
790	0.3318625691
791	0.331858084
792	0.3318548358
793	0.3318377237
794	0.3318330558
795	0.3318300922
796	0.331826712
797	0.3318184761
798	0.3318143947
799	0.3318080025
800	0.3317947275
801	0.3317900039
802	0.3317881778
803	0.3317823037
804	0.33177278
805	0.3317649707
806	0.3317567471
807	0.3317506747
808	0.3317479067
809	0.3317410189
810	0.3317377555
811	0.3317294255
812	0.3317269774
813	0.3317202826
814	0.3317139966
815	0.3317062635
816	0.3317039905
817	0.3316984009
818	0.3316932276
819	0.3316878411
820	0.3316814943
821	0.3316783578
822	0.3316729763
823	0.3316653041
824	0.3316599325
825	0.3316564965
826	0.3316526211
827	0.3316504041
828	0.3316467164
829	0.3316420207
830	0.3316363496
831	0.3316293683
832	0.3316240881
833	0.331620898
834	0.3316019472
835	0.3315943026
836	0.3315877276
837	0.3315811068
838	0.3315774624
839	0.331572406
840	0.3315683779
841	0.331566237
842	0.3315621636
843	0.331556899
844	0.3315528228
845	0.3315493131
846	0.3315484141
847	0.3315463493
848	0.3315434767
849	0.3315408229
850	0.3315382934
851	0.3315334199
852	0.3315311164
853	0.331524168
854	0.3315194874
855	0.3315160539
856	0.3315115026
857	0.3315069057
858	0.3314928131
859	0.3314882239
860	0.3314846735
861	0.3314808867
862	0.3314773237
863	0.3314727956
864	0.331469387
865	0.3314668983
866	0.3314640337
867	0.3314599219
868	0.3314542409
869	0.3314402727
870	0.3314370421
871	0.3314312696
872	0.3314284913
873	0.3314258731
874	0.3314206186
875	0.3314182362
876	0.331416042
877	0.3314137081
878	0.3314076232
879	0.3314011117
880	0.3313975436
881	0.3313945769
882	0.3313929541
883	0.33138932
884	0.3313868818
885	0.3313824401
886	0.3313774319
887	0.3313725076
888	0.3313631769
889	0.3313579479
890	0.3313492926
891	0.331344607
892	0.3313365434
893	0.3313329652
894	0.3313297065
895	0.3313265066
896	0.3313170233
897	0.3313087721
898	0.3313054501
899	0.3313020344
900	0.3312981691
901	0.3312942555
902	0.3312920436
903	0.3312874415
904	0.3312854527
905	0.3312803888
906	0.3312789235
907	0.3312740068
908	0.3312676223
909	0.3312656006
910	0.331249799
911	0.3312354524
912	0.3312289282
913	0.3312219668
914	0.3312194297
915	0.3312124912
916	0.3312113154
917	0.331199158
918	0.331193746
919	0.3311902158
920	0.331188669
921	0.3311835492
922	0.3311819162
923	0.3311782541
924	0.331174521
925	0.3311708181
926	0.3311684563
927	0.331165223
928	0.3311621349
929	0.3311598947
930	0.3311548562
931	0.3311524181
932	0.3311502722
933	0.3311450585
934	0.3311433264
935	0.3311401748
936	0.331137442
937	0.3311291603
938	0.3311248251
939	0.3311216786
940	0.3311085714
941	0.3311022553
942	0.331097364
943	0.3310944635
944	0.3310906034
945	0.3310892927
946	0.3310833805
947	0.3310762718
948	0.3310720891
949	0.3310679902
950	0.3310638837
951	0.3310622733
952	0.3310586189
953	0.3310540932
954	0.3310531561
955	0.3310470912
956	0.3310399803
957	0.3310371106
958	0.3310316961
959	0.3310263577
960	0.3310238333
961	0.3310198283
962	0.3310169561
963	0.3310144214
964	0.3310116812
965	0.3310089508
966	0.331004052
967	0.331002076
968	0.3309983377
969	0.3309957063
970	0.3309929941
971	0.3309904723
972	0.3306297341
973	0.3306262927
974	0.3306242863
975	0.3306223485
976	0.330618374
977	0.3306155395
978	0.3306109631
979	0.3306013048
980	0.3305996338
981	0.3305959894
982	0.330592797
983	0.3305905366
984	0.3305879943
985	0.3305838113
986	0.330571598
987	0.3305673111
988	0.3305660058
989	0.3305640326
990	0.3305605303
991	0.3305560859
992	0.3305548769
993	0.330552261
994	0.3305500716
995	0.3305480908
996	0.3305435753
997	0.3305348466
998	0.3305338053
999	0.3305300185
