iter	Logloss
283	0.3408568378
284	0.340845803
285	0.3408399643
286	0.3408127215
287	0.3408031292
288	0.3407952055
289	0.3407789974
290	0.3403837665
291	0.3403670073
292	0.3403522266
293	0.3403399753
294	0.3403293443
295	0.3403127756
296	0.3402960164
297	0.3402807506
298	0.3402678263
299	0.3402590619
300	0.3402487052
301	0.3402375917
302	0.3402273899
303	0.3402064632
304	0.3401961497
305	0.3401815975
306	0.3401679468
307	0.3401488105
308	0.3401371231
309	0.3401080898
310	0.3400993965
311	0.3400915338
312	0.3400651823
313	0.340054404
314	0.3400196362
315	0.3400109684
316	0.339994326
317	0.3399720507
318	0.3396352496
319	0.3396263278
320	0.3395890889
321	0.3395747449
322	0.3395524518
323	0.3392649251
324	0.3392478433
325	0.339237319
326	0.3389376324
327	0.3389191336
328	0.3386786056
329	0.3386708622
330	0.3386613436
331	0.3386357667
332	0.3386288259
333	0.3386180374
334	0.3386101112
335	0.3385747693
336	0.3385560953
337	0.3385405501
338	0.338528375
339	0.3385178633
340	0.3385086596
341	0.3384841088
342	0.3384700442
343	0.3384638297
344	0.3382130872
345	0.33820734
346	0.3381860298
347	0.3381801987
348	0.3381629545
349	0.3381462614
350	0.3379407933
351	0.3379365216
352	0.3377754543
353	0.337763556
354	0.3377513885
355	0.3377337659
356	0.3377194219
357	0.3376754631
358	0.3376405886
359	0.3376243399
360	0.3376198701
361	0.3375938615
362	0.3375879009
363	0.3375834489
364	0.3375551115
365	0.3375398837
366	0.3375346038
367	0.3375208592
368	0.3373858817
369	0.3373735949
370	0.3373616128
371	0.3373554414
372	0.3373447216
373	0.337299465
374	0.3372899768
375	0.337176688
376	0.3371725179
377	0.3371601295
378	0.3371498032
379	0.3371285768
380	0.3371220016
381	0.3371127776
382	0.3370975118
383	0.3370865608
384	0.3370747387
385	0.337069601
386	0.3370407429
387	0.3370306326
388	0.3370231634
389	0.337014262
390	0.3370076208
391	0.3369987802
392	0.3369907016
393	0.3368637723
394	0.3368592543
395	0.3368254032
396	0.3368198261
397	0.3368122478
398	0.3368019825
399	0.3367873084
400	0.3367626992
401	0.3367470092
402	0.336742382
403	0.3367237485
404	0.3367172369
405	0.3367102427
406	0.3367017882
407	0.3366934124
408	0.3366827484
409	0.3366549849
410	0.3366438079
411	0.3366329306
412	0.3366233612
413	0.336613934
414	0.3365135263
415	0.3364134411
416	0.3364017358
417	0.3363965879
418	0.3363560932
419	0.3363097344
420	0.3363001065
421	0.336294692
422	0.3362873118
423	0.3362785652
424	0.3362675329
425	0.3362416691
426	0.336235866
427	0.3362333518
428	0.3362238331
429	0.3362167628
430	0.3362143755
431	0.3362079019
432	0.3362015883
433	0.3361805295
434	0.3361441693
435	0.3361342367
436	0.3361288806
437	0.3361230826
438	0.3361153722
439	0.3361104503
440	0.3361006295
441	0.3360961369
442	0.336065148
443	0.3360452829
444	0.3360370696
445	0.3360289148
446	0.3360152185
447	0.3359957342
448	0.3359876835
449	0.3359605905
450	0.3359569639
451	0.3358515023
452	0.3358444827
453	0.3358369551
454	0.3358292016
455	0.3358225096
456	0.3358098901
457	0.3358077999
458	0.3357175991
459	0.3356547147
460	0.3356484901
461	0.3356410489
462	0.3356307303
463	0.3356169755
464	0.335599909
465	0.3355070365
466	0.3354514943
467	0.3354438728
468	0.3354367592
469	0.335428485
470	0.3348794451
471	0.334875143
472	0.3348710668
473	0.3348570708
474	0.3348542238
475	0.3348506404
476	0.3348441693
477	0.3348382647
478	0.334821221
479	0.3348171881
480	0.3348126142
481	0.3348068415
482	0.3347840989
483	0.3347799872
484	0.3347722184
485	0.3347625805
486	0.3347614173
487	0.3347548396
488	0.3347475457
489	0.3347365465
490	0.3347315891
491	0.334720953
492	0.3347182254
493	0.3347123918
494	0.3347103804
495	0.3346340207
496	0.3346265516
497	0.3345805737
498	0.3345734297
499	0.3345708392
500	0.3345570083
501	0.3345533766
502	0.3345459582
503	0.3345380421
504	0.3345272537
505	0.3345237947
506	0.3344783705
507	0.3344712975
508	0.3344703807
509	0.3344662639
510	0.3344474553
511	0.3344452458
512	0.3344384624
513	0.3344340281
514	0.3344281565
515	0.3344266936
516	0.3344216651
517	0.3344154074
518	0.3344092487
519	0.3344049593
520	0.3343934242
521	0.3343875068
522	0.3343553014
523	0.3343489345
524	0.3343281297
525	0.3343236015
526	0.3343205641
527	0.3343105883
528	0.334305415
529	0.3342964399
530	0.3342897936
531	0.334268326
532	0.334263752
533	0.3342461192
534	0.3341827397
535	0.3341760121
536	0.3341658383
537	0.3341422627
538	0.3341366043
539	0.3341319491
540	0.3341234692
541	0.3341118427
542	0.3341083329
543	0.3340979051
544	0.3340915001
545	0.3340894201
546	0.3340811815
547	0.3340651537
548	0.3340411235
549	0.3340361001
550	0.3340305789
551	0.3340269574
552	0.3340211162
553	0.33399254
554	0.3339757046
555	0.3339532135
556	0.3339488707
557	0.3339443907
558	0.3339391946
559	0.3339306918
560	0.3339078324
561	0.3338937957
562	0.3338757007
563	0.3338617022
564	0.3338574787
565	0.3338528896
566	0.3338409532
567	0.3338353863
568	0.333823234
569	0.3337953613
570	0.3337917931
571	0.3337875341
572	0.3337865462
573	0.3337661579
574	0.3337110398
575	0.3337061992
576	0.3337005713
577	0.333692094
578	0.333670738
579	0.3336596169
580	0.3336554163
581	0.3336440793
582	0.3336235208
583	0.3336191958
584	0.3336110791
585	0.3336031731
586	0.3335916939
587	0.333585967
588	0.3335826324
589	0.333576875
590	0.3335738605
591	0.3335646644
592	0.3335590949
593	0.3335487382
594	0.3335443522
595	0.3335399205
596	0.3335139983
597	0.333511418
598	0.3335013381
599	0.3334836825
600	0.3334768686
601	0.3334732826
602	0.3334677461
603	0.3334623316
604	0.3334585247
605	0.3334374379
606	0.3334278101
607	0.3334259993
608	0.3334187715
609	0.3334140198
610	0.3334062713
611	0.3333899998
612	0.3333860277
613	0.3333771974
614	0.3333661194
615	0.3333622591
616	0.3333580027
617	0.3333390213
618	0.3333378328
619	0.3333267649
620	0.3333240856
621	0.3333140438
622	0.3332964694
623	0.33329234
624	0.3332770335
625	0.3332706945
626	0.3332667428
627	0.3332632787
628	0.3332602032
629	0.3332541918
630	0.3332512357
631	0.3332382784
632	0.3332296512
633	0.3332232919
634	0.333220803
635	0.3332092552
636	0.333204435
637	0.3331943906
638	0.3331866955
639	0.3331807654
640	0.3331781292
641	0.3331737052
642	0.3331694157
643	0.3331493575
644	0.3331471353
645	0.333143402
646	0.3331383989
647	0.3331361183
648	0.3331169871
649	0.3331077986
650	0.3330846903
651	0.3330743412
652	0.3330544939
653	0.3329986266
654	0.3329941669
655	0.3329881835
656	0.3329833353
657	0.3329741951
658	0.3329669495
659	0.3329609
660	0.3329429879
661	0.332934447
662	0.3329307086
663	0.3329215557
664	0.3329175685
665	0.3329134517
666	0.3329096752
667	0.3329053934
668	0.3328915828
669	0.3328868717
670	0.3328822419
671	0.3328769645
672	0.3328717709
673	0.3328682992
674	0.3328655513
675	0.3328600936
676	0.3328582549
677	0.3328525458
678	0.3328507147
679	0.3328358501
680	0.3328270756
681	0.332444449
682	0.3324360173
683	0.3324328173
684	0.3324327132
685	0.3324313037
686	0.3324260543
687	0.3324220416
688	0.332416848
689	0.3324126195
690	0.332407111
691	0.3324008584
692	0.3323952686
693	0.3323915886
694	0.3323875988
695	0.3323752637
696	0.3323707152
697	0.3323562113
698	0.332350205
699	0.3323439219
700	0.3323398076
701	0.3323346318
702	0.3323256465
703	0.3323208796
704	0.332317253
705	0.3323147819
706	0.3323079375
707	0.332301116
708	0.3322961967
709	0.3322917727
710	0.3322840318
711	0.3322792572
712	0.332278089
713	0.3322640219
714	0.3322589857
715	0.3322567483
716	0.3322543534
717	0.3322412717
718	0.3322349276
719	0.3322304985
720	0.3322217214
721	0.3322186459
722	0.3322133787
723	0.332211192
724	0.3322064302
725	0.3321641729
726	0.3321617628
727	0.3321588574
728	0.3321527673
729	0.332148521
730	0.332142055
731	0.3321356983
732	0.3321313047
733	0.3321267308
734	0.3321226826
735	0.3321192388
736	0.332118228
737	0.3321131614
738	0.3321080542
739	0.3321037876
740	0.3321016492
741	0.332096387
742	0.3320859897
743	0.3320839402
744	0.3320701905
745	0.3320566541
746	0.3320544523
747	0.3320498047
748	0.3320448321
749	0.3320441565
750	0.3320328678
751	0.3320260691
752	0.3320220361
753	0.3320148946
754	0.3320107067
755	0.3320079411
756	0.3320010053
757	0.3319980542
758	0.331985267
759	0.3319798982
760	0.3319739224
761	0.3319708317
762	0.3319564902
763	0.3319503646
764	0.3319461564
765	0.3319412244
766	0.3319315762
767	0.3319287293
768	0.3319252881
769	0.3319162317
770	0.3319136869
771	0.3318927551
772	0.331887559
773	0.3318811108
774	0.3318688062
775	0.3318652888
776	0.3318525778
777	0.3318500102
778	0.3318458985
779	0.3318420129
780	0.331838818
781	0.3318210175
782	0.3318062292
783	0.3318011295
784	0.3317934725
785	0.3317903741
786	0.3317858992
787	0.331779192
788	0.3317643858
789	0.3317611148
790	0.3317543263
791	0.3317501308
792	0.3317479924
793	0.3317464051
794	0.3317243584
795	0.3317224181
796	0.3317194822
797	0.3317116118
798	0.3317070151
799	0.3316817379
800	0.3316743374
801	0.3316682346
802	0.331651257
803	0.3316490323
804	0.3316378502
805	0.3316312649
806	0.3316294515
807	0.3316248929
808	0.3316196459
809	0.3316141552
810	0.3316074048
811	0.33159925
812	0.3315972056
813	0.3315919536
814	0.33158836
815	0.3315847333
816	0.3315813632
817	0.3315664377
818	0.331529981
819	0.3315249372
820	0.331521496
821	0.331511284
822	0.3315050898
823	0.3315011889
824	0.3314969807
825	0.3314927598
826	0.3314819688
827	0.3314733188
828	0.3314655957
829	0.3314627513
830	0.3314614129
831	0.3314579082
832	0.3314534409
833	0.3314503121
834	0.331443356
835	0.3314409204
836	0.3314378373
837	0.3314269549
838	0.3314165347
839	0.3314167379
840	0.3314103684
841	0.3314079202
842	0.3314039634
843	0.3313894391
844	0.331386323
845	0.3313795116
846	0.3313757529
847	0.3313690965
848	0.3313631309
849	0.3313598496
850	0.3313528554
851	0.3313485126
852	0.3313413838
853	0.3313359007
854	0.331332175
855	0.3313287287
856	0.331314207
857	0.3313106921
858	0.3312995253
859	0.3312872206
860	0.3312795509
861	0.3312731611
862	0.3312696564
863	0.3312663091
864	0.3312437316
865	0.3312402726
866	0.3312366409
867	0.3312362371
868	0.3312218322
869	0.3312182132
870	0.3312174843
871	0.3312123923
872	0.3312080749
873	0.3312006439
874	0.331198376
875	0.3311943074
876	0.3311899291
877	0.3311868917
878	0.3311808168
879	0.331176855
880	0.3311481772
881	0.3311460007
882	0.3311395856
883	0.3311363348
884	0.3311326269
885	0.331128533
886	0.3311256378
887	0.3311176836
888	0.3311138487
889	0.3311105573
890	0.3311048736
891	0.3311015314
892	0.3310970667
893	0.3310838427
894	0.3310762974
895	0.3310720384
896	0.3310693972
897	0.331065829
898	0.3310598328
899	0.3310350179
900	0.3310269494
901	0.3310243234
902	0.3310214714
903	0.331019719
904	0.3310005954
905	0.3309957345
906	0.3309879708
907	0.3309830591
908	0.3309785766
909	0.3309723393
910	0.3309686314
911	0.3309665082
912	0.3309599712
913	0.3309549807
914	0.3309498049
915	0.3309455434
916	0.3309410533
917	0.3309355549
918	0.3309333505
919	0.3309292718
920	0.3309244592
921	0.3309183234
922	0.3309171348
923	0.3309141965
924	0.3309087971
925	0.330905681
926	0.3308936176
927	0.3308859885
928	0.3308823949
929	0.330881567
930	0.3308766197
931	0.3308658618
932	0.330861778
933	0.3308564447
934	0.330854601
935	0.3308446989
936	0.3308410468
937	0.3308357821
938	0.330801441
939	0.330798528
940	0.3307939033
941	0.3307740457
942	0.3307649411
943	0.3307618935
944	0.330750686
945	0.3307425566
946	0.330739029
947	0.3307277961
948	0.3307182089
949	0.3307130661
950	0.3307099195
951	0.3307057545
952	0.3307029939
953	0.3307009571
954	0.3306784354
955	0.3306747199
956	0.3306576712
957	0.3306522617
958	0.3306491558
959	0.3306455875
960	0.3306385552
961	0.3306310836
962	0.3306280792
963	0.3306222253
964	0.3306173288
965	0.3306153631
966	0.3306068426
967	0.3306037493
968	0.3306011639
969	0.3305925113
970	0.3305911729
971	0.3305891971
972	0.3305851971
973	0.3305838689
974	0.3305785991
975	0.3305769509
976	0.3305749954
977	0.3305726208
978	0.3305692354
979	0.3305654361
980	0.3305610933
981	0.3305596279
982	0.3305564991
983	0.3305500356
984	0.3305454998
985	0.330536639
986	0.3305337489
987	0.330518742
988	0.3305170786
989	0.3305105821
990	0.3305022648
991	0.3304974217
992	0.3304765813
993	0.3304735565
994	0.3304704709
995	0.330469582
996	0.3304636646
997	0.3304476521
998	0.3304417271
999	0.3304374909
