iter	Passed	Remaining
377	18613	30628
378	18657	30571
379	18698	30508
380	18743	30452
381	18790	30399
382	18834	30342
383	18876	30280
384	18924	30230
385	18973	30180
386	19019	30126
387	19063	30069
388	19112	30019
389	19164	29974
390	19208	29918
391	19260	29873
392	19314	29831
393	19375	29801
394	19429	29759
395	19499	29742
396	19547	29690
397	19593	29637
398	19642	29586
399	19686	29529
400	19741	29489
401	19788	29435
402	19833	29381
403	19886	29337
404	19937	29290
405	19986	29241
406	20044	29205
407	20094	29156
408	20152	29119
409	20207	29078
410	20261	29036
411	20312	28989
412	20368	28949
413	20423	28909
414	20474	28861
415	20541	28836
416	20589	28786
417	20634	28730
418	20688	28687
419	20733	28632
420	20780	28579
421	20821	28518
422	20867	28464
423	20914	28411
424	20962	28360
425	21004	28301
426	21050	28247
427	21097	28195
428	21145	28144
429	21193	28093
430	21232	28030
431	21275	27973
432	21320	27918
433	21366	27865
434	21418	27819
435	21468	27771
436	21522	27727
437	21598	27713
438	21645	27661
439	21695	27612
440	21740	27557
441	21785	27502
442	21835	27454
443	21881	27401
444	21927	27347
445	21975	27297
446	22026	27249
447	22081	27207
448	22132	27159
449	22177	27106
450	22228	27058
451	22277	27008
452	22323	26956
453	22373	26907
454	22417	26851
455	22468	26804
456	22513	26750
457	22557	26695
458	22609	26649
459	22679	26623
460	22726	26571
461	22776	26522
462	22826	26474
463	22876	26425
464	22922	26373
465	22970	26322
466	23015	26268
467	23063	26217
468	23107	26162
469	23151	26107
470	23208	26066
471	23251	26009
472	23294	25953
473	23343	25904
474	23384	25846
475	23431	25794
476	23478	25743
477	23524	25690
478	23578	25645
479	23620	25589
480	23671	25541
481	23743	25516
482	23785	25460
483	23834	25410
484	23876	25353
485	23924	25303
486	23968	25248
487	24012	25193
488	24056	25139
489	24098	25081
490	24141	25026
491	24187	24974
492	24228	24916
493	24272	24862
494	24318	24810
495	24376	24769
496	24421	24716
497	24465	24661
498	24505	24604
499	24544	24544
500	24588	24489
501	24625	24428
502	24669	24375
503	24719	24326
504	24796	24305
505	24848	24259
506	24892	24204
507	24943	24157
508	24984	24100
509	25024	24043
510	25069	23990
511	25109	23932
512	25159	23884
513	25218	23845
514	25268	23796
515	25310	23740
516	25362	23694
517	25409	23643
518	25463	23599
519	25523	23559
520	25580	23518
521	25642	23480
522	25698	23437
523	25748	23389
524	25795	23338
525	25871	23313
526	25914	23259
527	25967	23213
528	26021	23168
529	26066	23115
530	26113	23064
531	26163	23016
532	26203	22958
533	26253	22910
534	26308	22865
535	26361	22820
536	26403	22765
537	26455	22718
538	26494	22660
539	26540	22608
540	26585	22556
541	26629	22502
542	26675	22450
543	26721	22398
544	26771	22350
545	26820	22301
546	26893	22271
547	26948	22227
548	26998	22179
549	27043	22126
550	27093	22077
551	27139	22026
552	27186	21975
553	27234	21925
554	27280	21873
555	27325	21821
556	27373	21770
557	27420	21720
558	27473	21674
559	27521	21624
560	27576	21579
561	27633	21536
562	27683	21488
563	27731	21437
564	27778	21386
565	27819	21331
566	27865	21279
567	27914	21230
568	27983	21196
569	28038	21151
570	28089	21103
571	28140	21056
572	28179	20999
573	28222	20945
574	28279	20901
575	28328	20853
576	28379	20804
577	28426	20753
578	28474	20704
579	28521	20653
580	28565	20600
581	28608	20547
582	28653	20495
583	28697	20442
584	28747	20393
585	28792	20341
586	28842	20292
587	28883	20238
588	28932	20188
589	29004	20155
590	29051	20104
591	29097	20053
592	29144	20003
593	29193	19954
594	29241	19903
595	29286	19851
596	29335	19802
597	29385	19754
598	29433	19704
599	29481	19654
600	29527	19602
601	29577	19554
602	29619	19500
603	29666	19450
604	29717	19402
605	29768	19354
606	29813	19302
607	29859	19251
608	29904	19199
609	29951	19149
610	29996	19097
611	30061	19058
612	30111	19010
613	30154	18957
614	30202	18907
615	30254	18860
616	30299	18808
617	30344	18756
618	30390	18705
619	30433	18652
620	30476	18600
621	30522	18549
622	30569	18498
623	30612	18445
624	30659	18395
625	30706	18345
626	30755	18296
627	30796	18242
628	30841	18191
629	30891	18142
630	30938	18092
631	30981	18040
632	31025	17988
633	31073	17938
634	31140	17899
635	31189	17850
636	31246	17806
637	31295	17757
638	31345	17708
639	31392	17658
640	31441	17608
641	31490	17560
642	31533	17507
643	31584	17459
644	31630	17409
645	31668	17354
646	31717	17304
647	31764	17254
648	31808	17202
649	31863	17157
650	31922	17113
651	31971	17064
652	32018	17014
653	32075	16969
654	32128	16922
655	32195	16883
656	32244	16833
657	32290	16783
658	32342	16735
659	32389	16685
660	32437	16636
661	32483	16585
662	32524	16532
663	32563	16478
664	32604	16424
665	32658	16378
666	32700	16325
667	32749	16276
668	32794	16225
669	32843	16176
670	32888	16125
671	32934	16075
672	32977	16023
673	33018	15970
674	33066	15920
675	33115	15871
676	33164	15823
677	33242	15787
678	33283	15734
679	33328	15683
680	33369	15631
681	33424	15585
682	33465	15532
683	33510	15481
684	33558	15432
685	33606	15382
686	33649	15330
687	33697	15281
688	33747	15232
689	33796	15183
690	33835	15130
691	33884	15081
692	33925	15029
693	33969	14977
694	34013	14926
695	34062	14877
696	34106	14826
697	34152	14776
698	34197	14725
699	34241	14674
700	34307	14633
701	34356	14584
702	34410	14537
703	34459	14488
704	34508	14439
705	34557	14390
706	34615	14345
707	34661	14295
708	34703	14243
709	34751	14194
710	34797	14144
711	34846	14095
712	34887	14043
713	34936	13994
714	34980	13943
715	35019	13890
716	35063	13839
717	35114	13791
718	35156	13739
719	35206	13691
720	35247	13639
721	35297	13590
722	35378	13554
723	35423	13503
724	35472	13455
725	35525	13407
726	35564	13355
727	35609	13304
728	35650	13252
729	35697	13203
730	35741	13152
731	35786	13102
732	35829	13051
733	35876	13001
734	35918	12950
735	35966	12900
736	36006	12848
737	36052	12799
738	36097	12748
739	36146	12700
740	36196	12651
741	36238	12600
742	36281	12549
743	36328	12500
744	36408	12461
745	36454	12411
746	36496	12361
747	36537	12309
748	36583	12259
749	36627	12209
750	36673	12159
751	36717	12109
752	36772	12062
753	36821	12013
754	36865	11962
755	36913	11913
756	36962	11865
757	37009	11815
758	37059	11767
759	37112	11719
760	37162	11671
761	37203	11620
762	37254	11571
763	37305	11523
764	37357	11475
765	37414	11429
766	37490	11388
767	37541	11340
768	37596	11293
769	37646	11244
770	37695	11196
771	37743	11146
772	37789	11097
773	37837	11048
774	37881	10997
775	37930	10948
776	37973	10898
777	38017	10848
778	38060	10797
779	38103	10747
780	38150	10697
781	38197	10648
782	38254	10601
783	38304	10553
784	38355	10505
785	38408	10457
786	38451	10406
787	38522	10363
788	38573	10315
789	38617	10265
790	38661	10215
791	38710	10166
792	38754	10116
793	38800	10066
794	38855	10019
795	38898	9968
796	38947	9920
797	38992	9870
798	39037	9820
799	39089	9772
800	39136	9722
801	39183	9673
802	39232	9624
803	39277	9575
804	39321	9525
805	39362	9474
806	39413	9426
807	39462	9377
808	39508	9327
809	39583	9284
810	39649	9240
811	39699	9191
812	39752	9143
813	39797	9093
814	39853	9046
815	39915	9000
816	39973	8953
817	40035	8907
818	40097	8861
819	40149	8813
820	40201	8764
821	40247	8715
822	40297	8666
823	40348	8618
824	40396	8568
825	40446	8520
826	40496	8471
827	40545	8422
828	40588	8372
829	40927	8382
830	40971	8332
831	41018	8282
832	41061	8232
833	41102	8181
834	41147	8130
835	41186	8079
836	41231	8029
837	41275	7979
838	41322	7929
839	41368	7879
840	41409	7828
841	41452	7778
842	41502	7729
843	41551	7680
844	41597	7630
845	41641	7580
846	41689	7530
847	41736	7480
848	41780	7430
849	41828	7381
850	41872	7331
851	41919	7281
852	41991	7236
853	42044	7187
854	42091	7138
855	42137	7088
856	42188	7039
857	42233	6989
858	42277	6939
859	42320	6889
860	42362	6839
861	42406	6789
862	42455	6739
863	42501	6690
864	42551	6640
865	42600	6591
866	42644	6541
867	42688	6491
868	42733	6441
869	42779	6392
870	42818	6341
871	42860	6291
872	42910	6242
873	42957	6192
874	42998	6142
875	43074	6097
876	43118	6047
877	43165	5997
878	43209	5948
879	43256	5898
880	43305	5849
881	43354	5800
882	43401	5750
883	43449	5701
884	43500	5652
885	43541	5602
886	43588	5553
887	43635	5503
888	43684	5454
889	43730	5404
890	43774	5355
891	43818	5305
892	43865	5255
893	43913	5206
894	43960	5157
895	44005	5107
896	44052	5058
897	44128	5012
898	44174	4962
899	44215	4912
900	44263	4863
901	44318	4815
902	44362	4765
903	44407	4715
904	44456	4666
905	44500	4617
906	44541	4567
907	44587	4517
908	44631	4468
909	44678	4418
910	44723	4369
911	44773	4320
912	44827	4271
913	44881	4223
914	44936	4174
915	44984	4125
916	45033	4076
917	45083	4027
918	45135	3978
919	45210	3931
920	45259	3882
921	45312	3833
922	45363	3784
923	45421	3735
924	45473	3687
925	45520	3637
926	45568	3588
927	45617	3539
928	45665	3490
929	45715	3440
930	45764	3391
931	45815	3342
932	45861	3293
933	45908	3244
934	45952	3194
935	46003	3145
936	46051	3096
937	46100	3047
938	46153	2998
939	46233	2951
940	46287	2902
941	46332	2852
942	46373	2803
943	46416	2753
944	46462	2704
945	46511	2654
946	46559	2605
947	46607	2556
948	46654	2507
949	46702	2458
950	46749	2408
951	46796	2359
952	46847	2310
953	46897	2261
954	46947	2212
955	46995	2162
956	47045	2113
957	47099	2064
958	47144	2015
959	47190	1966
960	47234	1916
961	47311	1868
962	47364	1819
963	47434	1771
964	47491	1722
965	47547	1673
966	47601	1624
967	47651	1575
968	47700	1526
969	47749	1476
970	47793	1427
971	47838	1378
972	47888	1328
973	47935	1279
974	47977	1230
975	48028	1181
976	48075	1131
977	48123	1082
978	48166	1033
979	48214	983
980	48265	934
981	48309	885
982	48382	836
983	48429	787
984	48473	738
985	48520	688
986	48564	639
987	48605	590
988	48671	541
989	48728	492
990	48782	443
991	48833	393
992	48887	344
993	48934	295
994	48984	246
995	49038	196
996	49088	147
997	49147	98
998	49199	49
999	49245	0
